Drug,Targets
atropine,"['HSD17B1', 'NMNAT1', 'NMNAT3', 'SOS1', 'FKBP3', 'ACAD8', 'ARHGAP1', 'CBR1', 'DHRS11', 'DLD', 'GSTP1', 'TCN2', 'HTATIP2', 'HPGDS', 'RHOC', 'GIF', 'MUT', 'PTGR1', 'SNAI1', 'PTGR2', 'PRKAA2', 'NME2', 'EP300', 'GSR', 'CFTR', 'THRB', 'CD1D', 'SIRT6', 'GIF', 'QSOX1', 'RRAGC', 'PANK3', 'RAMP1', 'BRD2', 'DLD', 'MMACHC', 'PLA2G2A', 'PCNA', 'FKBP5', 'FKBP4', 'THEM4', 'OGT']"
atorvastatin,"['HSD17B1', 'ADH7', 'GALE', 'HNF4G', 'CTBP1', 'DCXR', 'KIT', 'DHRS11', 'HSD11B1', 'CRYZ', 'HSD17B4', 'DLD', 'TOP2A', 'DLD', 'BDH2', 'PFKFB3', 'MDH2', 'AKR1C4', 'PHGDH', 'HIBADH', 'TP53I3', 'HMGCR', 'NMRAL1', 'MUT', 'RUVBL1', 'TPST2', 'NME2', 'CYP2R1', 'GSR', 'THRB', 'IDH1', 'SUMO1', 'SIRT6', 'TXN', 'DLD', 'CYP17A1', 'CTNNB1', 'PCNA', 'LDHA', 'DECR2', 'PRMT6', 'CARM1']"
sulfamethoxazole,"['FABP7', 'RAN', 'SULT1A1', 'RAB11A', 'ARHGAP1', 'UROD', 'RAB7A', 'ADH1C', 'CYB5R3', 'RAB18', 'RBSN', 'KCNAB2', 'RAB2B', 'UXS1', 'TCN2', 'GMPR', 'PDK4', 'RRAS', 'RAB11FIP3', 'ACADSB', 'HSD17B10', 'GPD1L', 'CFTR', 'ITPK1', 'SULT1C3', 'RND1', 'STEAP3', 'RAC2', 'PTGR1', 'PDE10A', 'ACOT12', 'NME2', 'SYTL2', 'RASL12', 'CFTR', 'ACSS1', 'THRB', 'GIF', 'RAN', 'PHF13', 'PCNA', 'GSK3B']"
cefotaxime,"['NQO1', 'GALE', 'RAN', 'CTBP1', 'SOS1', 'ATIC', 'RILP', 'HSD17B4', 'DLD', 'UXS1', 'GMPR2', 'DIRAS2', 'RAB30', 'RAB6B', 'RAB11FIP3', 'CRYM', 'RAB9B', 'CTBP2', 'GPD1L', 'RRAGD', 'RTN4IP1', 'NMRAL1', 'HMGCS2', 'MYH14', 'NME2', 'RAB6A', 'SYTL2', 'RNMT', 'COMT', 'CRYL1', 'RAN', 'GIF', 'PNMT', 'PANK3', 'AHCYL1', 'RAB1B', 'RHEBL1', 'DLD', 'PCNA', 'MYH7', 'TBK1', 'HIST1H3H']"
succinylcholine,"['FKBP1A', 'NQO1', 'SULT2A1', 'NMNAT1', 'PCTP', 'BHMT', 'CTBP1', 'NMNAT3', 'PGA4', 'LSS', 'TCN2', 'CES1', 'TP53I3', 'GIF', 'MAVS', 'NME2', 'KYAT1', 'CHKA', 'THRB', 'CD1D', 'EPHX2', 'REN', 'SIRT6', 'HIST1H3H', 'GIF', 'GRM1', 'CD40LG', 'CHKB', 'PANK3', 'RAMP1', 'NF1', 'CDC34', 'MGAM', 'IGHV3-23', 'PCNA', 'F2R', 'DPP4', 'CHKA', 'FKBP4', 'TMEM173', 'NCOA1', 'CARM1']"
sirolimus,"['FKBP1A', 'FKBP1B', 'ETFA', 'AKR1C2', 'PCTP', 'BHMT', 'NMNAT3', 'FKBP3', 'PGA4', 'UROD', 'AKR1C3', 'DCPS', 'TCN2', 'COL4A3BP', 'AKR1C4', 'FKBP2', 'GIF', 'RBP4', 'MUT', 'TLR1', 'NME2', 'AKR1D1', 'ACSM2A', 'RBP4', 'THRB', 'CD1D', 'NMT1', 'REN', 'SIRT6', 'GIF', 'CD40LG', 'CYP3A4', 'PKIA', 'CD1B', 'FGFR1', 'NTRK3', 'PCNA', 'FKBP5', 'FKBP4', 'LY96', 'THEM4', 'SMO']"
saquinavir,"['MAPK12', 'GALE', 'BPI', 'AIFM1', 'DCXR', 'PGA4', 'TK1', 'CBR1', 'SPR', 'UXS1', 'MDH2', 'PHGDH', 'GRHPR', 'METTL16', 'CBR3', 'HSD17B10', 'CTBP2', 'TK1', 'SRC', 'MUT', 'STK25', 'MAPK1', 'RPS6KB1', 'NME2', 'METTL1', 'TPX2', 'STK26', 'ACSS1', 'MAPK11', 'THRB', 'REN', 'ERBB3', 'HSDL2', 'EGFR', 'REN', 'TXN', 'JAK2', 'PARP15', 'PCNA', 'GSK3B', 'DECR2', 'MAP2K2']"
clindamycin,"['GALE', 'FABP7', 'AKR1C2', 'PCTP', 'CTBP1', 'NMNAT3', 'PGA4', 'DCPS', 'CYB5R3', 'RILP', 'G6PD', 'AKR1C4', 'TP53I3', 'CTBP2', 'FKBP2', 'GIF', 'PTGR1', 'APOM', 'PTGR2', 'ORM2', 'NME2', 'FOLH1', 'GSR', 'NOS2', 'RBP4', 'THRB', 'REN', 'PARP2', 'HIST1H3H', 'GIF', 'CD40LG', 'REN', 'PANK1', 'CD1B', 'PCNA', 'FKBP5', 'FKBP4', 'AKT1', 'GSK3B', 'RNASEL', 'ATAT1', 'MLST8']"
aminosalicylic acid,"['IFNB1', 'IL6R', 'IMPDH2', 'F9', 'AKR1C3', 'MAP2K2', 'MYL6B', 'TCN2', 'CFTR', 'PTPN5', 'BCAT1', 'AKR1C4', 'PHGDH', 'GRHPR', 'HPGD', 'RAB6A', 'PYCR1', 'NCOA1', 'PDK1', 'PRKAG1', 'ACADVL', 'UBE2B', 'MYH14', 'NME2', 'MAP2K1', 'THRB', 'PBRM1', 'HIST1H3H', 'AHCYL1', 'PHF13', 'MAPK10', 'PARP14', 'EGFR', 'MMACHC', 'MAPK10', 'PCNA', 'PARP14', 'HDDC2', 'TMEM173', 'AKT1', 'CD1D', 'SNRNP200']"
rosuvastatin,"['HSD17B1', 'GALE', 'AHCY', 'CTBP1', 'SORD', 'GMDS', 'HSD11B1', 'CRYZ', 'SPR', 'HSD17B4', 'DLD', 'DLD', 'AK1', 'RUVBL1', 'DIRAS2', 'HPGD', 'CRYM', 'ALDH7A1', 'TP53I3', 'HMGCR', 'ARHGEF25', 'NMRAL1', 'MUT', 'RGS14', 'SNAI1', 'NME2', 'GSR', 'THRB', 'SRXN1', 'IDH1', 'SIRT6', 'AHCYL1', 'RAB1B', 'DHRS4', 'DLD', 'PANK1', 'PCNA', 'PARP14', 'DECR2', 'RNASEL', 'OGT', 'PRMT6']"
vorinostat,"['METAP2', 'FKBP1B', 'GALE', 'SULT2A1', 'CTBP1', 'SOS1', 'PGA4', 'MMP16', 'METAP2', 'PHGDH', 'ALDH7A1', 'CTBP2', 'GIF', 'HDAC4', 'KDM1A', 'MMP7', 'TLR1', 'RRP8', 'NME2', 'COMT', 'HDAC7', 'ACSM2A', 'CPB2', 'HDAC8', 'PDHA1', 'GAPDH', 'THRB', 'EPHX2', 'REN', 'PNMT', 'HDAC2', 'PANK3', 'REN', 'SIRT6', 'KMT5C', 'MGAM', 'PCNA', 'TPSAB1', 'CTSA', 'PTPN9', 'MMP9', 'SMO']"
zidovudine,"['NQO1', 'NNT', 'ETFA', 'BPI', 'UAP1', 'RAP2A', 'PROCR', 'NMNAT3', 'AKT2', 'AKT2', 'RAB5A', 'ARHGAP1', 'PDK4', 'COL4A3BP', 'AKT2', 'TEK', 'GPD1L', 'RAC2', 'MUT', 'TLR1', 'RPS6KB1', 'NME2', 'RAB6A', 'MET', 'TPX2', 'THRB', 'CALM1', 'HIST1H3H', 'RHEBL1', 'PXN', 'RNLS', 'MMACHC', 'CD1B', 'TP53', 'PCNA', 'DDR1', 'BCL2L1', 'GSK3B', 'CCNC', 'THEM4', 'PTPN9', 'SIRT3']"
azelaic acid,"['NQO1', 'NNT', 'ETFA', 'BPI', 'IGHG1', 'AKR1C2', 'PCTP', 'NCBP1', 'AKR1C3', 'BDH2', 'TCN2', 'AKR7A2', 'COL4A3BP', 'TP53I3', 'ODC1', 'GIF', 'NME2', 'FOLH1', 'EP300', 'AKR1D1', 'KIF13B', 'THRB', 'HIST1H3H', 'GRM7', 'NCOA2', 'AGER', 'SMYD3', 'RELA', 'SUPV3L1', 'HIST1H3H', 'DLD', 'MMACHC', 'BCL2L1', 'FASN', 'PCNA', 'TAB1', 'TMEM173', 'HIST1H3H', 'CCNC', 'JAK2', 'NCOA1', 'PPP2R3B']"
meclofenamic acid,"['GALE', 'AKR1C2', 'SULT2A1', 'PCTP', 'PROCR', 'AKR1C3', 'AKR1B1', 'KCNAB2', 'AKR1B10', 'UXS1', 'TCN2', 'AKR7A2', 'AKR7A3', 'AKR1C4', 'GIF', 'RBP2', 'RTN4IP1', 'HMGCS2', 'TLR1', 'NME2', 'AKR1D1', 'KYAT1', 'THRB', 'CD1D', 'MTHFS', 'NMT1', 'F10', 'HIST1H3H', 'GIF', 'PNMT', 'GRM1', 'PANK3', 'NCOA2', 'CD1C', 'NF1', 'MMACHC', 'MMACHC', 'FASN', 'PCNA', 'TCEB2', 'FKBP4', 'CD1D']"
tranexamic acid,"['PLG', 'IGHG1', 'PCTP', 'CTBP1', 'NCBP1', 'F10', 'SOS1', 'ACE2', 'DCPS', 'CHIT1', 'RAB2A', 'PHGDH', 'PTPRG', 'OAT', 'CTBP2', 'GIF', 'MTRR', 'APOM', 'NME2', 'EP300', 'DCPS', 'HSPA6', 'THRB', 'EIF4EBP1', 'EED', 'GIF', 'HSDL2', 'MGAM', 'SI', 'EIF4EBP1', 'RAMP1', 'MMACHC', 'HGF', 'MGAM', 'PARP15', 'RNF146', 'PCNA', 'TLR8', 'DPP4', 'INPPL1', 'TCEB2', 'FKBP5', 'AKT1']"
hydrochlorothiazide,"['AKR1C2', 'PCTP', 'ALDH2', 'MAP2K2', 'AKR1B1', 'HSD11B1', 'HSP90AA1', 'APAF1', 'TOP2A', 'UXS1', 'AKR1C4', 'PHGDH', 'HPGD', 'METTL16', 'KDM1A', 'ALDH7A1', 'TP53I3', 'ACADVL', 'EPHB4', 'KDM1A', 'SNAI1', 'NME2', 'AKR1D1', 'TTK', 'DLAT', 'CFTR', 'THRB', 'CYP2B6', 'GIF', 'HSDL2', 'CYP11A1', 'CYP11A1', 'PPOX', 'PARP14', 'RNLS', 'GRIA2', 'MMACHC', 'CYP7A1', 'PCNA', 'DHODH', 'PARP14', 'TSTA3']"
sulindac,"['NQO1', 'AKR1C2', 'SULT2A1', 'NMNAT3', 'CD1A', 'ACAD8', 'AKR1C3', 'AKR1B1', 'KCNAB2', 'AKR1B10', 'GALK2', 'TCN2', 'AKR7A2', 'ZADH2', 'AKR7A3', 'KDM1A', 'AKR1C4', 'KDM1A', 'GIF', 'SUV39H2', 'RTN4IP1', 'SNAI1', 'PTGR2', 'NME2', 'EP300', 'AKR1D1', 'THRB', 'CD1D', 'NMT1', 'SIRT6', 'GIF', 'TAF10', 'PANK3', 'CYCS', 'NSD1', 'NF1', 'RNLS', 'MMACHC', 'PCNA', 'DPP4', 'CD1D', 'SETD2']"
methazolamide,"['METAP2', 'CA1', 'AKR1C2', 'PROCR', 'AIFM1', 'CD1A', 'AKR1C3', 'AKR1B10', 'KDM1A', 'AKR1C4', 'PHGDH', 'CRYM', 'SYN3', 'GIF', 'KDM1A', 'MINA', 'KDM6B', 'SNAI1', 'AOC3', 'WIF1', 'NME2', 'CA4', 'CD1D', 'THAP4', 'CA9', 'GIF', 'CD40LG', 'CA7', 'ACE', 'NCOA2', 'REN', 'CD1C', 'RNLS', 'OGT', 'HINT1', 'PCNA', 'MED1', 'GLO1', 'CD1D', 'CCNC', 'LY96', 'CA12']"
methimazole,"['IGHG1', 'TAP1', 'CTBP1', 'IGHG1', 'NMNAT3', 'DCPS', 'MYL6B', 'GSTM1', 'TCN2', 'MDH2', 'AKR1C4', 'HIBADH', 'TP53I3', 'NAA50', 'CTBP2', 'GIF', 'RTN4IP1', 'NMRAL1', 'MYH14', 'TLR1', 'PTGR2', 'NME2', 'AKR1D1', 'CFTR', 'PARP1', 'THRB', 'CD1D', 'GSTA4', 'NMT1', 'GIF', 'PHF8', 'DHRS4', 'TXN', 'DDC', 'FASN', 'PCNA', 'MYH7', 'FKBP5', 'FKBP4', 'CD1D', 'RNASEL', 'SIRT1']"
tenofovir,"['HSD17B1', 'LDHB', 'GSTA1', 'CTBP1', 'GMDS', 'ARHGAP1', 'NME1', 'CBR1', 'DHRS11', 'SPR', 'HSD17B4', 'NME3', 'UXS1', 'CDK2', 'KDM1A', 'GRHPR', 'METTL16', 'BLVRA', 'CBR3', 'TK1', 'GPD1L', 'RTN4IP1', 'NMRAL1', 'MUT', 'STK25', 'RUVBL1', 'NME2', 'THRB', 'CD1D', 'SIRT6', 'HSDL2', 'NME1', 'BIRC2', 'DHRS4', 'SIRT6', 'HIST1H3H', 'PANK1', 'PCNA', 'HIST1H3H', 'RNASEL', 'PTPN9', 'SIRT1']"
rifabutin,"['GALE', 'RAN', 'RAP2A', 'DHFR', 'CTBP1', 'DCXR', 'GOLGA4', 'HSD11B1', 'AKR1B10', 'DLD', 'TCN2', 'HTATIP2', 'GMPR2', 'XDH', 'RAB6B', 'GRHPR', 'RAB6A', 'PFN1', 'RTN4IP1', 'IPO13', 'MUT', 'STK25', 'PTGR1', 'NME2', 'RAB6A', 'SYTL2', 'THRB', 'CD1D', 'SIRT6', 'ERBB3', 'HIST1H3H', 'RRAGC', 'DHRS4', 'ILK', 'DLD', 'PARP15', 'PCNA', 'GAD1', 'GIMAP7', 'CD1D', 'SYK', 'SIRT1']"
sulfasalazine,"['HSD17B1', 'NQO1', 'BPI', 'PFKFB1', 'PCTP', 'RND3', 'SEC14L2', 'GAPDH', 'ACAT2', 'CRYZ', 'HSD17B4', 'TOP2A', 'GSTP1', 'TCN2', 'RUVBL1', 'KDM1A', 'PDK4', 'PHGDH', 'HPGD', 'HIBADH', 'NAA50', 'GIF', 'RTN4IP1', 'MUT', 'RUVBL1', 'PTGR1', 'SNAI1', 'TLR1', 'NME2', 'ADH4', 'CRYL1', 'MAPK11', 'GSTA4', 'RELA', 'RELA', 'NCOA1', 'JAK2', 'PCNA', 'LDHA', 'CYP11B2', 'OPRL1', 'NCOA1']"
morphine,"['F2', 'FKBP1A', 'IGHG1', 'SULT2A1', 'PCK1', 'PCTP', 'NMNAT3', 'CD1A', 'PGA4', 'AVPR1A', 'KCNAB2', 'APOD', 'TP53I3', 'IGHG1', 'KDM1A', 'APOM', 'NME2', 'DCPS', 'F2', 'CHIA', 'BTK', 'CD1D', 'NMT1', 'GIF', 'SI', 'TAF10', 'CDK16', 'RAB1B', 'PHF13', 'REN', 'CD1C', 'HIST2H3C', 'CDC34', 'MGAM', 'IGHV3-23', 'L3MBTL3', 'PCNA', 'SNRPD3', 'TCEB2', 'FKBP5', 'FKBP4', 'CD1D']"
nabumetone,"['BPI', 'TRDMT1', 'PCTP', 'PROCR', 'SEC14L2', 'DUT', 'GAPDH', 'HSD11B1', 'KAT2A', 'GSTP1', 'HTATIP2', 'COL4A3BP', 'PGLYRP4', 'CBR3', 'HSD17B10', 'GIF', 'KAT8', 'NMRAL1', 'KDM1A', 'TLR1', 'GSR', 'THRB', 'GAPDHS', 'CD1D', 'GSTA4', 'GIF', 'BCL6', 'PANK3', 'CYP3A4', 'DHRS4', 'CD1C', 'PARP14', 'RELA', 'RELA', 'DDC', 'CDC34', 'PANK1', 'CD1B', 'F2R', 'TMEM173', 'CD1D', 'THEM4']"
pilocarpine,"['ACADM', 'PROCR', 'CD1A', 'TTPA', 'CYP2C9', 'NR1H2', 'UXS1', 'TCN2', 'XDH', 'NCOA1', 'CYP2C8', 'CETP', 'KDM1A', 'MUT', 'TLR1', 'NME2', 'CYP2R1', 'CYP2E1', 'THRB', 'CD1D', 'CYP2B6', 'GIF', 'CYP46A1', 'CYP3A4', 'CD1C', 'NF1', 'CYP1B1', 'GLTP', 'CYP19A1', 'CYP17A1', 'CD1B', 'CYP2D6', 'NCOA2', 'NCOA2', 'CYP7A1', 'PPARG', 'PCNA', 'F2R', 'NCOA1', 'CD1D', 'UBE2M', 'CYP1A1']"
propranolol,"['SULT2A1', 'PCTP', 'IGHG1', 'ALDH2', 'PGA4', 'AKR1C3', 'DCPS', 'GMDS', 'CHIT1', 'LCN2', 'METAP2', 'KCNAB2', 'AKR1B10', 'G6PD', 'AKR1C4', 'IGHG1', 'GLUL', 'CTBP2', 'GIF', 'MTRR', 'MAVS', 'NME2', 'EP300', 'PTH', 'THRB', 'CD1D', 'REN', 'F10', 'HSDL2', 'UCN3', 'UCN', 'AGER', 'REN', 'PXN', 'MGAM', 'IGHV3-23', 'AIM2', 'PCNA', 'SNRPD3', 'CD1D', 'RNASEL', 'THEM4']"
pyrimethamine,"['FABP7', 'TRDMT1', 'HSD17B4', 'UAP1', 'PFKFB1', 'DHFR', 'PCTP', 'PROCR', 'ALDH2', 'CD1A', 'DCXR', 'PGA4', 'HSD11B1', 'KAT2A', 'HSD17B4', 'UXS1', 'TCN2', 'NCOA1', 'HPGD', 'ALDH7A1', 'CYP2C8', 'KAT5', 'MTRR', 'RTN4IP1', 'WIF1', 'TLR1', 'NME2', 'GSR', 'GAPDH', 'THRB', 'CD1D', 'HSDL2', 'CYP46A1', 'RNLS', 'MMACHC', 'CD1B', 'PCNA', 'SNRPD3', 'PIK3CA', 'CD1D', 'NCOA1', 'THEM4']"
salicylic acid,"['GALE', 'PROCR', 'AIFM1', 'CD1A', 'CYP2C9', 'DHRS11', 'SPR', 'DLD', 'UXS1', 'TCN2', 'AK4', 'COL4A3BP', 'CRYM', 'KDM1A', 'CYP2C8', 'ACADS', 'KDM1A', 'MUT', 'RUVBL1', 'SNAI1', 'RRP8', 'NME2', 'CYP2R1', 'GSR', 'CYP2E1', 'THRB', 'CD1D', 'CYP2B6', 'SIRT6', 'CYP46A1', 'PANK3', 'NCOA2', 'DHRS4', 'DLD', 'MMACHC', 'CYP17A1', 'CYP2D6', 'PCNA', 'ASMT', 'CD1D', 'HIST1H3H', 'PRMT6']"
abacavir,"['GALE', 'AKR1C2', 'PCTP', 'PROCR', 'SEC14L2', 'PGA4', 'WARS', 'AKR1C3', 'AKR1B1', 'PITPNA', 'KAT2A', 'AKR1B10', 'INMT', 'AKR1C4', 'APOD', 'NNMT', 'HSD17B10', 'GIF', 'HMGCS2', 'MUT', 'TLR1', 'NME2', 'EP300', 'THRB', 'CD1D', 'RLBP1', 'NMT1', 'GIF', 'PNMT', 'CD40LG', 'PANK3', 'CD1C', 'RNLS', 'MMACHC', 'MMACHC', 'CD1B', 'PCNA', 'SNRPD3', 'OPRK1', 'TMEM173', 'CD1D', 'THEM4']"
ketoconazole,"['ACADM', 'BPI', 'PROCR', 'SEC14L2', 'CYP2C9', 'ACAD8', 'TCN2', 'ZADH2', 'RUVBL1', 'AKR7A3', 'PDK4', 'CYP2C8', 'CETP', 'GPD1L', 'KDM1A', 'KDM1A', 'MUT', 'SNAI1', 'TLR1', 'PTGR2', 'NME2', 'CYP2R1', 'GSR', 'CYP2E1', 'THRB', 'CD1D', 'CYP2B6', 'SIRT6', 'CYP11A1', 'CYP11A1', 'CYCS', 'CYP3A4', 'CD1C', 'PANK1', 'CD1B', 'CYP2D6', 'CYP7A1', 'PCNA', 'F2R', 'CYP11B2', 'CD1D', 'CYP1A1']"
donepezil,"['NQO1', 'ACADM', 'SULT2A1', 'BHMT', 'CTBP1', 'NMNAT3', 'ALDH2', 'AKR1C3', 'LSS', 'TCN2', 'CES1', 'NNMT', 'ACADSB', 'GIF', 'ECE2', 'UGDH', 'RND1', 'TLR1', 'NME2', 'GSR', 'THRB', 'CD1D', 'EPHX2', 'SIRT6', 'GIF', 'TAF10', 'PANK3', 'RAMP1', 'CD1C', 'NF1', 'SIRT6', 'MGAM', 'LTA4H', 'IGHV3-23', 'PCNA', 'DPP4', 'CHKA', 'FKBP5', 'CD1D', 'HIST1H3H', 'NCOA1', 'NCOA1', 'CARM1']"
epinephrine,"['MMP3', 'PAH', 'NMNAT1', 'PROCR', 'TPH1', 'CTBP1', 'CD1A', 'WARS', 'ACAD8', 'PITPNA', 'AKR1B10', 'TCN2', 'AKR1C4', 'NT5C', 'CTBP2', 'GPD1L', 'GIF', 'ADAMTS4', 'NME2', 'EP300', 'PTH', 'CA4', 'THRB', 'CD1D', 'RLBP1', 'EPHX2', 'SIRT6', 'GIF', 'PNMT', 'TAF10', 'ACE', 'CYP3A4', 'CD1C', 'EPHX2', 'RELA', 'CD1B', 'HINT1', 'PCNA', 'ADAM8', 'CD1D', 'OGT', 'MMP9']"
chloramphenicol,"['BPI', 'GSK3B', 'PCTP', 'PROCR', 'SUOX', 'EPHA2', 'ALDH2', 'PGA4', 'UROD', 'GM2A', 'TCN2', 'FYN', 'RET', 'GLUL', 'TEK', 'GIF', 'MTRR', 'SRC', 'DMPK', 'RAC2', 'SRPK2', 'APOM', 'WIF1', 'TLR1', 'NME2', 'LCN2', 'TPX2', 'BTK', 'STK26', 'CD1D', 'REN', 'GIF', 'CD40LG', 'BRAF', 'CD1C', 'BMX', 'PCNA', 'GSK3B', 'GSK3B', 'AKT1', 'CD1D', 'TBK1', 'EIF2AK3']"
efavirenz,"['METAP2', 'ETFA', 'AKR1C2', 'NMNAT3', 'ALDH2', 'DUT', 'AKR1C3', 'METAP2', 'DLD', 'AKR1B10', 'TCN2', 'KDM1A', 'IRAK4', 'GPD1L', 'GIF', 'MTRR', 'DMPK', 'AKT2', 'PTGR1', 'MAPK1', 'NME2', 'EP300', 'DCPS', 'ACSM2A', 'GSR', 'NOS2', 'RBP4', 'CFTR', 'THRB', 'CD1D', 'GIF', 'PANK3', 'NF1', 'RNLS', 'RELA', 'DLD', 'TGFBR1', 'PCNA', 'PMP2', 'CCNC', 'DBF4', 'CASP6']"
clotrimazole,"['GALE', 'HADH', 'LDHB', 'GSTA1', 'SEC14L2', 'CYP2C9', 'PDK2', 'MDH2', 'PDK4', 'PHGDH', 'ALDH7A1', 'CYP2C8', 'NCOA2', 'KDM1A', 'MUT', 'NCOA2', 'NME2', 'CYP2R1', 'GSR', 'CYP2E1', 'MAPK11', 'THRB', 'CD1D', 'CYP2B6', 'THRA', 'CYP46A1', 'CYP11A1', 'CYP3A4', 'DHRS4', 'NCOA1', 'GLTP', 'CYP19A1', 'CYP17A1', 'CD1B', 'CYP2D6', 'PPARA', 'PCNA', 'NR0B2', 'NCOA2', 'HIST1H3H', 'NCOA1', 'CYP1A1']"
cytarabine,"['MPO', 'AKR1C2', 'CDA', 'CTBP1', 'SOS1', 'ACAD8', 'GMDS', 'SPR', 'HSD17B4', 'DLD', 'DCK', 'UXS1', 'TCN2', 'ZADH2', 'AKR7A3', 'KDM1A', 'CRYM', 'KDM1A', 'TP53I3', 'DGUOK', 'CTBP2', 'GIF', 'UGDH', 'ACADS', 'RTN4IP1', 'MUT', 'SNAI1', 'MAOA', 'TLR1', 'PTGR2', 'RRP8', 'NME2', 'GSR', 'THRB', 'CD1D', 'GIF', 'PANK3', 'TXN', 'RNLS', 'PCNA', 'CD1D', 'CARM1']"
bimatoprost,"['NQO1', 'CHIT1', 'AKR1C2', 'SULT2A1', 'PCK1', 'PROCR', 'BHMT', 'CD1A', 'ACAD8', 'AKR1C3', 'AKR1B1', 'LSS', 'AKR1B10', 'GALK2', 'TCN2', 'AKR7A3', 'AKR1C4', 'GIF', 'TLR1', 'NOS2', 'CRH', 'ACSS1', 'THRB', 'CD1D', 'EPHX2', 'NMT1', 'PANK3', 'CYCS', 'MMACHC', 'PCNA', 'FKBP4', 'AKT1', 'CD1D', 'HIST1H3H', 'SETD2', 'NCOA1', 'NCOA1', 'NCOA1', 'RNASEL', 'OGT', 'NCOA2', 'MLST8']"
ampicillin,"['BPI', 'AKR1C2', 'PROCR', 'AKR1C3', 'GMDS', 'RAB7A', 'DHRS11', 'RILP', 'DLD', 'AKR1B10', 'UXS1', 'TCN2', 'AKR7A2', 'AKR7A3', 'RAB6B', 'AKR1C4', 'TP53I3', 'GPD1L', 'GIF', 'ACADS', 'NMRAL1', 'HMGCS2', 'KDM1A', 'MUT', 'PTGR1', 'NME2', 'RAB6A', 'SYTL2', 'AKR1D1', 'THRB', 'SIRT6', 'GIF', 'PANK3', 'DHRS4', 'RHEBL1', 'SIRT6', 'TXN', 'RNLS', 'DLD', 'PCNA', 'CD1D', 'HIST1H3H']"
amitriptyline,"['GALE', 'BPI', 'FABP7', 'FABP3', 'UAP1', 'PROCR', 'NMNAT3', 'CD1A', 'AKR1C3', 'PITPNA', 'AKR7A3', 'COL4A3BP', 'AKR1C4', 'ALDH7A1', 'TEK', 'TK1', 'GIF', 'MTRR', 'MUT', 'KDM6B', 'APOM', 'TLR1', 'PDE10A', 'ORM2', 'NME2', 'THRB', 'CD1D', 'RLBP1', 'NMT1', 'GIF', 'CD40LG', 'PANK3', 'PMP2', 'PANK1', 'TP53', 'PCNA', 'SNRPD3', 'PIK3CA', 'PMP2', 'FKBP5', 'CD1D', 'NCOA2']"
chlorpromazine,"['GALE', 'BPI', 'PCTP', 'PROCR', 'BHMT', 'PGA4', 'ACAD8', 'LCN2', 'TCN2', 'COL4A3BP', 'NAA50', 'TEK', 'GIF', 'RBP4', 'MUT', 'APOM', 'WIF1', 'TLR1', 'PDE10A', 'ORM2', 'NME2', 'GSR', 'RBP4', 'BTK', 'MAPK11', 'THRB', 'CD1D', 'RLBP1', 'SIRT6', 'GIF', 'PANK3', 'BRAF', 'NF1', 'PANK1', 'BCL2L1', 'TP53', 'NTRK3', 'PCNA', 'DDR1', 'CD1D', 'LY96', 'NCOA2']"
fluoxetine,"['GALE', 'BPI', 'HMOX1', 'SEC14L2', 'CD1A', 'DCXR', 'TRAPPC3', 'DHRS11', 'SPR', 'UXS1', 'TCN2', 'HTATIP2', 'HPGDS', 'IDO1', 'COL4A3BP', 'NCOA1', 'AKR1C4', 'METTL16', 'CRYM', 'MUT', 'ERO1A', 'NME2', 'GSR', 'THRB', 'CD1D', 'GSTA4', 'NCOA2', 'CYP46A1', 'CYP3A4', 'DHRS4', 'GSTK1', 'BCL2L1', 'CD1B', 'CTNNB1', 'GFER', 'S1PR1', 'PCNA', 'BCL2L1', 'NR0B2', 'HIST1H3H', 'NCOA1', 'NCOA1']"
pemetrexed,"['NQO1', 'ALDH2', 'CYP2C9', 'AKR1B1', 'PITPNA', 'DHRS11', 'SPR', 'KCNAB2', 'AKR1B10', 'UXS1', 'TCN2', 'MDH2', 'XDH', 'GRHPR', 'HPGD', 'ALDH7A1', 'NAA50', 'GIF', 'NMRAL1', 'MUT', 'RUVBL1', 'PTGR1', 'MED1', 'NME2', 'CYP2E1', 'ADORA2A', 'THRB', 'CD1D', 'CYP2B6', 'SIRT6', 'GIF', 'HSDL2', 'CYP46A1', 'CYP11A1', 'CYCS', 'CYP1B1', 'PARP14', 'PCNA', 'MED1', 'MED1', 'CD1D', 'SMO']"
zanamivir,"['FABP7', 'AKR1C2', 'NCBP1', 'AKT2', 'CANT1', 'GMDS', 'TK1', 'DLD', 'AKR1B10', 'RALA', 'G6PD', 'NUDT5', 'KDM1A', 'PHGDH', 'GSS', 'CRYM', 'RGS8', 'TK1', 'HIST1H3H', 'SYN3', 'UGDH', 'MTRR', 'PUS10', 'KDM1A', 'KDM1A', 'SNAI1', 'GARS', 'NME2', 'FOLH1', 'KARS', 'AKR1D1', 'CPB2', 'CRYL1', 'HSPA6', 'THRB', 'HSPA5', 'RNLS', 'DLD', 'TGFBR1', 'PCNA', 'CCNC', 'ACTR8']"
